1;3vrndj;6lnxb0px;Synchronized_Biventricular_Heart_Pacing_in_a_Closed-chest_Porcine_Model_based_on_Wirelessly_Powered_Leadless_Pacemakers;10.1038/s41598-020-59017-z;BiV_pacing_with_LV-lead_20_ms_and_40_ms_are_demonstrated_in_Supplementary_Videos_S1_and_S2_with_10-fold_speed_reduction.;07/02/2020;Lyu,_Hongming,_John,_Mathews,_Burkland,_David,_Greet,_Brian,_Post,_Allison,_Babakhani,_Aydin,_Razavi,_Mehdi;Sci_Rep;USA;University_of_California_Los_Angeles
2;7zkivf;6lnxb0px;Synchronized_Biventricular_Heart_Pacing_in_a_Closed-chest_Porcine_Model_based_on_Wirelessly_Powered_Leadless_Pacemakers;10.1038/s41598-020-59017-z;The_closed-chest_pacing_only_requires_the_external_source_power_of_0.3_W_and_0.8_W_at_13.56_MHz_and_40.68_MHz,_respectively,_which_leads_to_specific_absorption_rates_(SARs)_2_3_orders_of_magnitude_lower_than_the_safety_regulation_limit.;07/02/2020;Lyu,_Hongming,_John,_Mathews,_Burkland,_David,_Greet,_Brian,_Post,_Allison,_Babakhani,_Aydin,_Razavi,_Mehdi;Sci_Rep;USA;University_of_California_Los_Angeles
3;6zvpfq;4wuv6ntb;Blindness:_behaviour_in_an_epidemic(†);10.1093/pubmed/fdaa050;In_particular,_we_know_that_(i)_the_virus_has_zoonotic_origin,_4_(ii)_person-to-person_via_droplets_is_the_main_route_of_transmission,_5_(iii)_asymptomatic_people_can_transmit_the_virus,_6_(iv)_the_contagiousness_begins_2_days_before_the_onset_of_symptoms_and_the_median_duration_of_viral_shedding_is_12_days,_7_(v)_the_80%_of_affected_people_are_asymptomatic_or_with_mild_symptoms_8_(vi)_the_fatality_rate_ranges_from_1_to_2%,_and_the_majority_of_people_who_died_are_old_and_with_comorbidity,_9_SARS-CoV-2_lives_on_surfaces_at_most_3_days_and_for_a_few_hours_as_aerosol.;13/05/2020;Zatta,_Marta,_Braut,_Beatrice;J_Public_Health_(Oxf);Italy;University_Hospital_of_Trieste
4;9xtalf;4wuv6ntb;Blindness:_behaviour_in_an_epidemic(†);10.1093/pubmed/fdaa050;If_the_doctor_in_the_novel_pointed_out:_that_humankind_is_made_half_of_indifference_and_half_malice,_1_looking_at_the_Italian_situation_we_can_say_to_be_made_of_half_self-interest_and_half_biases.;13/05/2020;Zatta,_Marta,_Braut,_Beatrice;J_Public_Health_(Oxf);Italy;University_Hospital_of_Trieste
5;4dmjgn;b8gm6cr6;Is_Exercise_the_Best_Medicine_during_a_COVID-19_Pandemic?_Comment_on_Constandt,_B.,_Thibaut,_E.,_De_Bosscher,_V.,_Scheerder,_J.,_Ricour,_M.,_Willem,_A._Exercising_in_Times_of_Lockdown:_An_Analysis_of_the_Impact_of_COVID-19_on_Levels_and_Patterns_of_Exercise_among_Adults_in_Belgium._Int._J._Environ._Res._Public_Health_2020,_17,_4144;10.3390/ijerph17165730;Data_suggests_that_74%_of_COVID-19_cases_may_be_asymptomatic,_with_viral_loads_equivalent_to_those_of_symptomatic_COVID-19_patients.;08/08/2020;Hew-Butler,_Tamara,_Smith-Hale,_Valerie,_Van_Sumeren,_Matthew,_Sabourin,_Jordan,_Levy,_Phillip;Int_J_Environ_Res_Public_Health;USA;Wayne_State_University
6;8jeolw;b8gm6cr6;Is_Exercise_the_Best_Medicine_during_a_COVID-19_Pandemic?_Comment_on_Constandt,_B.,_Thibaut,_E.,_De_Bosscher,_V.,_Scheerder,_J.,_Ricour,_M.,_Willem,_A._Exercising_in_Times_of_Lockdown:_An_Analysis_of_the_Impact_of_COVID-19_on_Levels_and_Patterns_of_Exercise_among_Adults_in_Belgium._Int._J._Environ._Res._Public_Health_2020,_17,_4144;10.3390/ijerph17165730;Virus_transmission_between_athletes_are_enhanced_up_to_20-fold,_with_increases_in_respiratory_rates.;08/08/2020;Hew-Butler,_Tamara,_Smith-Hale,_Valerie,_Van_Sumeren,_Matthew,_Sabourin,_Jordan,_Levy,_Phillip;Int_J_Environ_Res_Public_Health;USA;Wayne_State_University
7;2kfybe;b8gm6cr6;Is_Exercise_the_Best_Medicine_during_a_COVID-19_Pandemic?_Comment_on_Constandt,_B.,_Thibaut,_E.,_De_Bosscher,_V.,_Scheerder,_J.,_Ricour,_M.,_Willem,_A._Exercising_in_Times_of_Lockdown:_An_Analysis_of_the_Impact_of_COVID-19_on_Levels_and_Patterns_of_Exercise_among_Adults_in_Belgium._Int._J._Environ._Res._Public_Health_2020,_17,_4144;10.3390/ijerph17165730;More_forceful_exhalation_augments_the_aerosolization_of_virus_particles,_which_typically_remain_airborne_for_3_h_and_can_travel_upwards_of_7-8_m_with_normal_speech_and_respiration_rates.;08/08/2020;Hew-Butler,_Tamara,_Smith-Hale,_Valerie,_Van_Sumeren,_Matthew,_Sabourin,_Jordan,_Levy,_Phillip;Int_J_Environ_Res_Public_Health;USA;Wayne_State_University
8;3rljfa;b8gm6cr6;Is_Exercise_the_Best_Medicine_during_a_COVID-19_Pandemic?_Comment_on_Constandt,_B.,_Thibaut,_E.,_De_Bosscher,_V.,_Scheerder,_J.,_Ricour,_M.,_Willem,_A._Exercising_in_Times_of_Lockdown:_An_Analysis_of_the_Impact_of_COVID-19_on_Levels_and_Patterns_of_Exercise_among_Adults_in_Belgium._Int._J._Environ._Res._Public_Health_2020,_17,_4144;10.3390/ijerph17165730;Additional_contamination_of_sports_surfaces,_clothing,_and_equipment_is_possible,_since_active_virus_particles_can_survive_on_porous_and_non-porous_materials_between_2-24_h,_especially_when_decontamination_is_not_possible_during_active_competition.;08/08/2020;Hew-Butler,_Tamara,_Smith-Hale,_Valerie,_Van_Sumeren,_Matthew,_Sabourin,_Jordan,_Levy,_Phillip;Int_J_Environ_Res_Public_Health;USA;Wayne_State_University
9;3bcheq;b8gm6cr6;Is_Exercise_the_Best_Medicine_during_a_COVID-19_Pandemic?_Comment_on_Constandt,_B.,_Thibaut,_E.,_De_Bosscher,_V.,_Scheerder,_J.,_Ricour,_M.,_Willem,_A._Exercising_in_Times_of_Lockdown:_An_Analysis_of_the_Impact_of_COVID-19_on_Levels_and_Patterns_of_Exercise_among_Adults_in_Belgium._Int._J._Environ._Res._Public_Health_2020,_17,_4144;10.3390/ijerph17165730;From_Constandt_et_al._s_survey_of_13,515_Belgium_respondents,_regular_physical_activity_can_be_successfully_initiated_and_sustained_during_a_lockdown,_with_appropriate_social_distancing_measures.;08/08/2020;Hew-Butler,_Tamara,_Smith-Hale,_Valerie,_Van_Sumeren,_Matthew,_Sabourin,_Jordan,_Levy,_Phillip;Int_J_Environ_Res_Public_Health;USA;Wayne_State_University
10;5wbldm;4i9us8ox;A_Multi-Pronged_Approach_Targeting_SARS-CoV-2_Proteins_Using_Ultra-Large_Virtual_Screening;10.26434/chemrxiv.12682316;A_flurry_of_recent_papers_have_demonstrated_that_by_using_in_silico_screening_to_expand_the_chemical_space_(screening_100_million_compounds),_one_can_identify_picomolar-affinity_inhibitors.;24/07/2020;Gorgulla,_Christoph,_PadmanabhaDas,_Krishna,_Leigh,_Kendra_E.,_Cespugli,_Marco,_Fischer,_Patrick_D.,_Wang,_Zi-Fu,_Tesseyre,_Guilhem,_Pandita,_Shreya,_Shnapir,_Alec,_Calderaio,_Anthony,_Hutcheson,_Colin,_Gechev,_Minko,_Rose,_Alexander,_Lewis,_Noam,_Yaffe,_Erez,_Luxenburg,_Roni,_Herce,_Henry_D.,_Durmaz,_Vedat,_Halazonetis,_Thanos_D.,_Fackeldey,_Konstantin,_Patten,_Justin_J.,_Chuprina,_Alexander,_Dziuba,_Igor,_Plekhova,_Alla,_Moroz,_Yurii,_Radchenko,_Dmytro,_Tarkhanova,_Olga,_Yavnyuk,_Irina,_Gruber,_Christian_C.,_Yust,_Ryan,_Payne,_Dave,_Näär,_Anders_M.,_Namchuk,_Mark_N.,_Davey,_Robert_A.,_Wagner,_Gerhard,_Kinney,_Jamie,_Arthanari,_Haribabu;ChemRxiv;USA;Harvard_University
